"ComputerName","Log","EventID","Datetime","User","Message"
"MEHHEYEX2","Application","1000","15/03/2023 10:45:07","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0x9218
Faulting application start time: 0x01d9572b09b964e8
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: 51d0f5f4-c178-4d2d-ba02-be9318e32107
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","15/03/2023 10:16:15","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0x5904
Faulting application start time: 0x01d957272be6ccb3
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: 1e89ad24-e1a0-441a-a35f-1db67cd080df
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","15/03/2023 09:40:52","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0xd8c
Faulting application start time: 0x01d95721ff15ae78
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: 2497a387-6acd-4c96-926b-77f002435c8e
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","15/03/2023 09:21:17","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0x815c
Faulting application start time: 0x01d9571f63409d05
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: e40c7eaa-fa41-45a1-a2f3-258e11b5a4f1
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","15/03/2023 09:17:02","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0xa93c
Faulting application start time: 0x01d9571ee04d65dc
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: f837874e-3691-4353-b0b1-57e41e8170b7
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","15/03/2023 08:22:49","","Faulting application name: MCServerDataHandlingModule.exe, version: 1.2.1950.0, time stamp: 0x605db6ae
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0xe0434352
Fault offset: 0x000dcd42
Faulting process id: 0x7938
Faulting application start time: 0x01d9571754843956
Faulting application path: C:\Heyex\MCServerDataHandlingModule.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: 810df56d-b019-4379-aa6e-a3b7bcad8af6
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","15/03/2023 08:11:06","","Faulting application name: MCServerDataHandlingModule.exe, version: 1.2.1950.0, time stamp: 0x605db6ae
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0xe0434352
Fault offset: 0x000dcd42
Faulting process id: 0x15c4
Faulting application start time: 0x01d95715b148e6a4
Faulting application path: C:\Heyex\MCServerDataHandlingModule.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: 592f2da2-760b-4db0-8f94-1ac85d9201ff
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","15/03/2023 07:42:34","","Faulting application name: MCServerDataHandlingModule.exe, version: 1.2.1950.0, time stamp: 0x605db6ae
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0xe0434352
Fault offset: 0x000dcd42
Faulting process id: 0x8348
Faulting application start time: 0x01d95711b48ba2e1
Faulting application path: C:\Heyex\MCServerDataHandlingModule.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: 66044f2f-7fb4-4807-9476-5c3cd7a07402
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","15/03/2023 07:39:08","","Faulting application name: MCServerDataHandlingModule.exe, version: 1.2.1950.0, time stamp: 0x605db6ae
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0xe0434352
Fault offset: 0x000dcd42
Faulting process id: 0x82f4
Faulting application start time: 0x01d957113a0952db
Faulting application path: C:\Heyex\MCServerDataHandlingModule.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: 4ce1f773-611c-42da-8af5-8819ebef3c0c
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","15/03/2023 06:37:29","","Faulting application name: MCServerDataHandlingModule.exe, version: 1.2.1950.0, time stamp: 0x605db6ae
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0xe0434352
Fault offset: 0x000dcd42
Faulting process id: 0x98c0
Faulting application start time: 0x01d957089d0a35d0
Faulting application path: C:\Heyex\MCServerDataHandlingModule.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: 3b2724c4-9809-4b3f-86fc-2897512010cc
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","15/03/2023 04:31:14","","Faulting application name: MCServerDataHandlingModule.exe, version: 1.2.1950.0, time stamp: 0x605db6ae
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0xe0434352
Fault offset: 0x000dcd42
Faulting process id: 0x2c44
Faulting application start time: 0x01d956f6fa0ed9e2
Faulting application path: C:\Heyex\MCServerDataHandlingModule.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: 86456806-a44f-48aa-8bfe-d84a049e1b1b
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","15/03/2023 00:40:57","","Faulting application name: MCServerDataHandlingModule.exe, version: 1.2.1950.0, time stamp: 0x605db6ae
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0xe0434352
Fault offset: 0x000dcd42
Faulting process id: 0x6734
Faulting application start time: 0x01d956d6cea98fd2
Faulting application path: C:\Heyex\MCServerDataHandlingModule.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: 60e64803-7edd-4d49-935e-8aedf273e4ce
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","15/03/2023 00:31:14","","Faulting application name: MCServerDataHandlingModule.exe, version: 1.2.1950.0, time stamp: 0x605db6ae
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0xe0434352
Fault offset: 0x000dcd42
Faulting process id: 0x719c
Faulting application start time: 0x01d956d572e20c9a
Faulting application path: C:\Heyex\MCServerDataHandlingModule.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: a950827a-29fd-495f-a6a7-602d6985f11a
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","15/03/2023 00:29:31","","Faulting application name: MCServerDataHandlingModule.exe, version: 1.2.1950.0, time stamp: 0x605db6ae
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0xe0434352
Fault offset: 0x000dcd42
Faulting process id: 0x6d4
Faulting application start time: 0x01d956d53589aaac
Faulting application path: C:\Heyex\MCServerDataHandlingModule.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: f184efd9-0803-4881-9fc5-e44301fb2903
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 23:48:31","","Faulting application name: MCServerDataHandlingModule.exe, version: 1.2.1950.0, time stamp: 0x605db6ae
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0xe0434352
Fault offset: 0x000dcd42
Faulting process id: 0x9ed8
Faulting application start time: 0x01d956cf7b7d48b2
Faulting application path: C:\Heyex\MCServerDataHandlingModule.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: 37ec1c12-31c5-45dc-b5fa-a504611d7b39
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 23:22:00","","Faulting application name: MCServerDataHandlingModule.exe, version: 1.2.1950.0, time stamp: 0x605db6ae
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0xe0434352
Fault offset: 0x000dcd42
Faulting process id: 0xb144
Faulting application start time: 0x01d956cbc70c3754
Faulting application path: C:\Heyex\MCServerDataHandlingModule.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: 32e26004-4bb7-4d5c-b3cf-dc199c98cb87
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 21:20:34","","Faulting application name: MCServerDataHandlingModule.exe, version: 1.2.1950.0, time stamp: 0x605db6ae
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0xe0434352
Fault offset: 0x000dcd42
Faulting process id: 0xacac
Faulting application start time: 0x01d956bad036879c
Faulting application path: C:\Heyex\MCServerDataHandlingModule.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: c1314708-a480-4a69-851c-a2839d9b728c
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 18:05:06","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: mfc100.dll, version: 10.0.40219.1, time stamp: 0x4d5f29b8
Exception code: 0xc0000005
Fault offset: 0x00258e6c
Faulting process id: 0xa3b0
Faulting application start time: 0x01d9569ef18b4bc5
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Windows\SYSTEM32\mfc100.dll
Report Id: 19171c23-4281-4851-8fb5-65dc05c86e1f
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 17:21:38","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0xe06d7363
Fault offset: 0x000dcd42
Faulting process id: 0xb5bc
Faulting application start time: 0x01d95698dd5ce69b
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: cddb0bf1-ec31-4b50-96b2-583ea34d3a56
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 17:17:22","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0xe06d7363
Fault offset: 0x000dcd42
Faulting process id: 0x802c
Faulting application start time: 0x01d956979b1a41e9
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: 6373a726-3320-4874-909b-bae8b698eb5e
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 17:08:22","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0x743c
Faulting application start time: 0x01d95696dc29030e
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: 954a2875-07c9-41aa-a793-7e57f59d7b0f
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 17:03:09","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0xa0c4
Faulting application start time: 0x01d95696ac6f32c7
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: 4171ca2c-64fd-4644-b572-e2a2db098251
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 17:01:48","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0x980c
Faulting application start time: 0x01d9569647022bbe
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: e5980cd4-ee7b-4a00-8b86-b0f76a0e153e
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 16:58:51","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0xa208
Faulting application start time: 0x01d956960b5e1073
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: 5d16b414-3f84-47e0-aabf-bb98840d24c8
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 16:57:18","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0x8510
Faulting application start time: 0x01d95695f97e2e7f
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: e051795c-68a6-414c-a15a-23734c29dff3
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 16:52:54","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0x9f74
Faulting application start time: 0x01d9569563fe0b5f
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: fdfca1d9-c575-46cf-82fa-e042a6329141
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 16:48:43","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0x5c3c
Faulting application start time: 0x01d95694b718a457
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: 8faf5f9a-23d5-48b4-81c0-45b4c3237bcf
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 16:47:40","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0x8c50
Faulting application start time: 0x01d956945d966b6a
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: d34e28aa-2a23-4d10-af7e-ecbaea6f6299
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 16:45:14","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0x1ef8
Faulting application start time: 0x01d95693e04d8aaf
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: f6cc1ebb-a787-44f0-b751-faea7923c87b
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 16:41:40","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: KERNELBASE.dll, version: 10.0.14393.5582, time stamp: 0x638823de
Exception code: 0xe06d7363
Fault offset: 0x000dcd42
Faulting process id: 0x4404
Faulting application start time: 0x01d9569339364567
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Windows\System32\KERNELBASE.dll
Report Id: d759ce80-4dbc-41ad-80a7-e2a6650f1599
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 16:36:55","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002244fe
Faulting process id: 0xa988
Faulting application start time: 0x01d956930389f081
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: 9c4fd8cb-c7ca-4332-aace-0bc616a3d30f
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 16:35:30","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0x794c
Faulting application start time: 0x01d95692e5c1a1d5
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: c0c28cc3-5ebe-477d-adf8-9ad7fee4628f
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 16:34:38","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0x76a8
Faulting application start time: 0x01d95692bb6ccd94
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: 12fe39e9-be80-4260-80aa-f7e2bb83431a
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 16:33:31","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0x5650
Faulting application start time: 0x01d9569297a1bf0f
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: 2a6bb3f7-6098-40c8-8da5-37bcc50ceda4
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 16:32:31","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0x6bbc
Faulting application start time: 0x01d9569285f0ea15
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: d92f1538-f8a7-4e69-b2f7-9e43e776a16c
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 16:32:05","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0x99b8
Faulting application start time: 0x01d9569262295a4b
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: 8aa50c5a-6745-41c2-b6aa-6981c57ebe8b
Faulting package full name: 
Faulting package-relative application ID: "
"MEHHEYEX2","Application","1000","14/03/2023 16:30:59","","Faulting application name: mcimportpostprocess.exe, version: 1.2.1950.0, time stamp: 0x605db67d
Faulting module name: HEDicom.dll, version: 7.0.5.0, time stamp: 0x61c3098a
Exception code: 0xc0000005
Fault offset: 0x002260d4
Faulting process id: 0xb2c0
Faulting application start time: 0x01d9569202c94229
Faulting application path: C:\Heyex\mcimportpostprocess.exe
Faulting module path: C:\Heyex\plugins\HEDicom.dll
Report Id: 463931fc-49ae-4fa7-9a3d-eb748b3b4653
Faulting package full name: 
Faulting package-relative application ID: "
