ComputerName,Log,EventID,Level,Datetime,User,Message
MEHVMC16,Microsoft-Windows-Hyper-V-StorageVSP-Admin,9,Warning,15/12/2022 04:44,NT AUTHORITY\SYSTEM,"An I/O request for device 'C:\ClusterStorage\CSV-VM-PROD-32\MEHITHAD\Win2019_disk_1.vhdx' took 234142 milliseconds to complete. Operation code = WRITE16, Data transfer length = 1048576, Status = SRB_STATUS_ERROR."
MEHVMC16,Microsoft-Windows-Hyper-V-StorageVSP-Admin,9,Warning,15/12/2022 04:44,NT AUTHORITY\SYSTEM,"An I/O request for device 'C:\ClusterStorage\CSV-VM-PROD-29\MEHINTRA3-TEST\2016 Image_disk_1_827C9250-0F59-492D-8DD6-BF1635B5160E.avhdx' took 10157 milliseconds to complete. Operation code = READ SUB CHANNEL, Data transfer length = 1000, Status = SRB_STATUS_SUCCESS."
MEHVMC16,Microsoft-Windows-Hyper-V-StorageVSP-Admin,9,Warning,15/12/2022 04:44,NT AUTHORITY\SYSTEM,"An I/O request for device 'C:\ClusterStorage\CSV-VM-PROD-21\MEHBRAILLE\Win2012R2-Aug16_disk_1.vhdx' took 10257 milliseconds to complete. Operation code = READ SUB CHANNEL, Data transfer length = 1000, Status = SRB_STATUS_SUCCESS."
MEHVMC16,Microsoft-Windows-Hyper-V-StorageVSP-Admin,9,Warning,15/12/2022 04:44,NT AUTHORITY\SYSTEM,"An I/O request for device 'C:\ClusterStorage\CSV-VM-PROD-23\MEHHPDM\MEHHPDM2_DISK_1.VHDX' took 10288 milliseconds to complete. Operation code = READ SUB CHANNEL, Data transfer length = 1000, Status = SRB_STATUS_SUCCESS."
MEHVMC16,Microsoft-Windows-Hyper-V-StorageVSP-Admin,9,Warning,15/12/2022 04:44,NT AUTHORITY\SYSTEM,"An I/O request for device 'C:\ClusterStorage\CSV-VM-PROD-19\MEHPAFS\Win2019_disk_1.vhdx' took 10249 milliseconds to complete. Operation code = READ SUB CHANNEL, Data transfer length = 1000, Status = SRB_STATUS_SUCCESS."
MEHVMC16,Microsoft-Windows-Hyper-V-StorageVSP-Admin,9,Warning,15/12/2022 04:44,NT AUTHORITY\SYSTEM,"An I/O request for device 'C:\ClusterStorage\CSV-VM-PROD-36\MEHRDSTEST-02\MEHRDS-GOLD2_disk_1.vhdx' took 10778 milliseconds to complete. Operation code = READ SUB CHANNEL, Data transfer length = 1000, Status = SRB_STATUS_SUCCESS."
MEHVMC16,Microsoft-Windows-Hyper-V-StorageVSP-Admin,9,Warning,15/12/2022 04:44,NT AUTHORITY\SYSTEM,"An I/O request for device 'C:\ClusterStorage\CSV-VM-PROD-32\MEHITHAD\Win2019_disk_1.vhdx' took 234250 milliseconds to complete. Operation code = WRITE16, Data transfer length = 1048576, Status = SRB_STATUS_ERROR."
MEHVMC16,Microsoft-Windows-Hyper-V-StorageVSP-Admin,9,Warning,15/12/2022 04:44,NT AUTHORITY\SYSTEM,"An I/O request for device 'C:\ClusterStorage\CSV-VM-PROD-03\MEHDBS\MEHDBS_DISK_1.VHDX' took 13446 milliseconds to complete. Operation code = READ SUB CHANNEL, Data transfer length = 1000, Status = SRB_STATUS_SUCCESS."
MEHVMC11,Microsoft-Windows-Hyper-V-VMMS-Admin,19100,Error,15/12/2022 04:37,NT AUTHORITY\SYSTEM,'MEHCA2' background disk merge failed to complete: The process cannot access the file because it is being used by another process. (0x80070020). (Virtual machine ID 9665BE93-CEE2-4180-9982-9187AB406F53)
MEHVMC16,System,1069,Error,15/12/2022 04:11,NT AUTHORITY\SYSTEM,"Cluster resource 'SCVMM MEHITHAD' of type 'Virtual Machine' in clustered role 'SCVMM MEHITHAD Resources' failed.

Based on the failure policies for the resource and role, the cluster service may try to bring the resource online on this node or move the group to another node of the cluster and then restart it.  Check the resource and group state using Failover Cluster Manager or the Get-ClusterResource Windows PowerShell cmdlet."
MEHVMC11,Microsoft-Windows-Hyper-V-VMMS-Admin,19100,Error,15/12/2022 04:08,NT AUTHORITY\SYSTEM,'MEHCA2' background disk merge failed to complete: The process cannot access the file because it is being used by another process. (0x80070020). (Virtual machine ID 9665BE93-CEE2-4180-9982-9187AB406F53)
MEHVMC11,System,153,Warning,15/12/2022 04:03,,The IO operation at logical block address 0x211d49ea for Disk 16 (PDO name: \Device\MPIODisk16) was retried.
MEHVMC11,System,153,Warning,15/12/2022 03:56,,The IO operation at logical block address 0x45324d48 for Disk 0 (PDO name: \Device\MPIODisk0) was retried.
MEHVMC11,Microsoft-Windows-Hyper-V-VMMS-Admin,19100,Error,15/12/2022 03:52,NT AUTHORITY\SYSTEM,'MEHCA2' background disk merge failed to complete: The process cannot access the file because it is being used by another process. (0x80070020). (Virtual machine ID 9665BE93-CEE2-4180-9982-9187AB406F53)
MEHVMC14,Microsoft-Windows-Hyper-V-VMMS-Admin,19100,Error,15/12/2022 03:42,NT AUTHORITY\SYSTEM,'MEHCA2' background disk merge failed to complete: The process cannot access the file because it is being used by another process. (0x80070020). (Virtual machine ID 9665BE93-CEE2-4180-9982-9187AB406F53)
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 03:41,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.55.164
Client Address: 192.168.55.164:53364
User Name: CLIUSR
Session ID: 0xD8001C000881
Share Name: \\*\c229608b-c547-465b-bcd5-713eb21565f3-16777216$
File Name: MEHSCDPM2\mehscdpm2-0.vhdx
Command: 7
Duration (in milliseconds): 50261
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 03:41,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.56.164
Client Address: 192.168.56.164:53365
User Name: CLIUSR
Session ID: 0xD8001C000881
Share Name: \\*\c229608b-c547-465b-bcd5-713eb21565f3-16777216$
File Name: MEHSCDPM2\mehscdpm2-0.vhdx.rct
Command: 7
Duration (in milliseconds): 25862
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 03:41,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.55.166
Client Address: 192.168.55.166:50039
User Name: CLIUSR
Session ID: 0xD80024000601
Share Name: \\*\c229608b-c547-465b-bcd5-713eb21565f3-16777216$
File Name: MEHEMA\Win2019_disk_1.vhdx.rct
Command: 7
Duration (in milliseconds): 50136
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 03:41,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.55.165
Client Address: 192.168.55.165:49961
User Name: CLIUSR
Session ID: 0xD8001C000981
Share Name: \\*\c229608b-c547-465b-bcd5-713eb21565f3-16777216$
File Name: MEHTIGERWEB\2016 IMAGE_DISK_1_FF28F0B7-7B04-4FF3-9A17-1193538E70A7.avhdx
Command: 11
Duration (in milliseconds): 27878
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,System,153,Warning,15/12/2022 03:41,,The IO operation at logical block address 0x7f249508 for Disk 34 (PDO name: \Device\MPIODisk34) was retried.
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 03:28,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.55.167
Client Address: 192.168.55.167:61454
User Name: CLIUSR
Session ID: 0xD80018000F81
Share Name: \\*\c229608b-c547-465b-bcd5-713eb21565f3-16777216$
File Name: MEHRHAP-PROD\2016 Image_disk_1.vhdx
Command: 7
Duration (in milliseconds): 61652
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 03:28,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.55.165
Client Address: 192.168.55.165:49961
User Name: CLIUSR
Session ID: 0xD8001C000981
Share Name: \\*\c229608b-c547-465b-bcd5-713eb21565f3-16777216$
File Name: MEHTIGERWEB\MEHTIGERWEB_DISK_1.VHDX.rct
Command: 11
Duration (in milliseconds): 84373
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 03:28,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.56.165
Client Address: 192.168.56.165:49962
User Name: CLIUSR
Session ID: 0xD8001C000981
Share Name: \\*\c229608b-c547-465b-bcd5-713eb21565f3-16777216$
File Name: MEHTIGERWEB\2016 IMAGE_DISK_1_FF28F0B7-7B04-4FF3-9A17-1193538E70A7.avhdx
Command: 11
Duration (in milliseconds): 91517
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 03:28,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.56.165
Client Address: 192.168.56.165:49962
User Name: CLIUSR
Session ID: 0xD8001C000981
Share Name: \\*\c229608b-c547-465b-bcd5-713eb21565f3-16777216$
File Name: MEHTIGERWEB\2016 IMAGE_DISK_1_FF28F0B7-7B04-4FF3-9A17-1193538E70A7.avhdx
Command: 7
Duration (in milliseconds): 111629
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 03:28,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.55.168
Client Address: 192.168.55.168:64884
User Name: CLIUSR
Session ID: 0xD80018000701
Share Name: \\*\c229608b-c547-465b-bcd5-713eb21565f3-16777216$
File Name: MEHEYESUITE\MEHEYESUITE_DISK_1.VHDX.rct
Command: 7
Duration (in milliseconds): 77967
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 03:28,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.56.164
Client Address: 192.168.56.164:53365
User Name: CLIUSR
Session ID: 0xD80024000B01
Share Name: \\*\c229608b-c547-465b-bcd5-713eb21565f3-16777216$
File Name: MEHDIAGNOSYS\2016 Image_disk_1.vhdx
Command: 7
Duration (in milliseconds): 62058
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 03:28,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.56.168
Client Address: 192.168.56.168:64885
User Name: CLIUSR
Session ID: 0xD80018000701
Share Name: \\*\c229608b-c547-465b-bcd5-713eb21565f3-16777216$
File Name: MEHEYESUITE\MEHEYESUITE_DISK_1.VHDX
Command: 7
Duration (in milliseconds): 62058
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 03:28,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.55.165
Client Address: 192.168.55.165:49961
User Name: CLIUSR
Session ID: 0xD8001C000801
Share Name: \\*\c229608b-c547-465b-bcd5-713eb21565f3-16777216$
File Name: MEHRDSTEST-02\MEHRDS-GOLD2_disk_1.vhdx
Command: 7
Duration (in milliseconds): 117699
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,System,153,Warning,15/12/2022 03:27,,The IO operation at logical block address 0x488a84e0 for Disk 16 (PDO name: \Device\MPIODisk16) was retried.
MEHVMC11,System,153,Warning,15/12/2022 03:27,,The IO operation at logical block address 0x5587d110 for Disk 27 (PDO name: \Device\MPIODisk27) was retried.
MEHVMC11,System,153,Warning,15/12/2022 03:27,,The IO operation at logical block address 0x65dda6b0 for Disk 26 (PDO name: \Device\MPIODisk26) was retried.
MEHVMC11,System,153,Warning,15/12/2022 03:27,,The IO operation at logical block address 0x17c2fc30 for Disk 34 (PDO name: \Device\MPIODisk34) was retried.
MEHVMC11,System,153,Warning,15/12/2022 03:27,,The IO operation at logical block address 0x12dea6b8 for Disk 1 (PDO name: \Device\MPIODisk1) was retried.
MEHVMC11,System,153,Warning,15/12/2022 03:27,,The IO operation at logical block address 0x34664390 for Disk 27 (PDO name: \Device\MPIODisk27) was retried.
MEHVMC11,System,153,Warning,15/12/2022 03:27,,The IO operation at logical block address 0x314e05a0 for Disk 29 (PDO name: \Device\MPIODisk29) was retried.
MEHVMC11,System,153,Warning,15/12/2022 03:27,,The IO operation at logical block address 0x5e9a8fb8 for Disk 27 (PDO name: \Device\MPIODisk27) was retried.
MEHVMC11,System,153,Warning,15/12/2022 03:27,,The IO operation at logical block address 0x4a179a4f for Disk 18 (PDO name: \Device\MPIODisk18) was retried.
MEHVMC11,System,153,Warning,15/12/2022 03:27,,The IO operation at logical block address 0xc14dda8 for Disk 12 (PDO name: \Device\MPIODisk12) was retried.
MEHVMC11,System,153,Warning,15/12/2022 03:27,,The IO operation at logical block address 0x2b52e0c0 for Disk 26 (PDO name: \Device\MPIODisk26) was retried.
MEHVMC11,System,153,Warning,15/12/2022 03:27,,The IO operation at logical block address 0xa8c1220 for Disk 13 (PDO name: \Device\MPIODisk13) was retried.
MEHVMC11,System,153,Warning,15/12/2022 03:13,,The IO operation at logical block address 0x20863a98 for Disk 28 (PDO name: \Device\MPIODisk28) was retried.
MEHVMC11,System,153,Warning,15/12/2022 02:51,,The IO operation at logical block address 0x5f4f1e58 for Disk 27 (PDO name: \Device\MPIODisk27) was retried.
MEHVMC11,Microsoft-Windows-FailoverClustering/Operational,5155,Information,15/12/2022 02:50,NT AUTHORITY\SYSTEM,"Cluster Shared Volume resource 'CSV-VM-PROD-32' completed processing request 'dcm/activate' with sequence number '2:3968549781529'. The slowest node was '', which took 0.000 seconds."
MEHVMC11,Microsoft-Windows-FailoverClustering/Operational,5155,Information,15/12/2022 02:50,NT AUTHORITY\SYSTEM,"Cluster Shared Volume resource 'CSV-VM-PROD-32' completed processing request 'dcm/map' with sequence number '2:3968549781528'. The slowest node was 'MEHVMC17', which took 2.140 seconds."
MEHVMC11,Microsoft-Windows-FailoverClustering/Operational,5155,Information,15/12/2022 02:50,NT AUTHORITY\SYSTEM,"Cluster Shared Volume resource 'CSV-VM-PROD-32' completed processing request 'dcm/pause' with sequence number '2:3968549781526'. The slowest node was 'MEHVMC17', which took 0.016 seconds."
MEHVMC17,Microsoft-Windows-FailoverClustering/Operational,5155,Information,15/12/2022 02:50,NT AUTHORITY\SYSTEM,"Cluster Shared Volume resource 'CSV-VM-PROD-32' completed processing request 'dcm/pause' with sequence number '10:3968549781569'. The slowest node was 'MEHVMC18', which took 0.032 seconds."
MEHVMC17,Microsoft-Windows-FailoverClustering/Operational,5155,Information,15/12/2022 02:50,NT AUTHORITY\SYSTEM,"Cluster Shared Volume resource 'CSV-VM-PROD-32' completed processing request 'dcm/drain' with sequence number '10:3968549781568'. The slowest node was '', which took 0.000 seconds."
MEHVMC11,System,153,Warning,15/12/2022 02:48,,The IO operation at logical block address 0x4b792878 for Disk 34 (PDO name: \Device\MPIODisk34) was retried.
MEHVMC16,Microsoft-Windows-FailoverClustering/Operational,5155,Information,15/12/2022 02:48,NT AUTHORITY\SYSTEM,"Cluster Shared Volume resource 'CSV-VM-PROD-06' completed processing request 'dcm/activate' with sequence number '13:3968549781529'. The slowest node was 'MEHVMC11', which took 0.015 seconds."
MEHVMC16,Microsoft-Windows-FailoverClustering/Operational,5155,Information,15/12/2022 02:48,NT AUTHORITY\SYSTEM,"Cluster Shared Volume resource 'CSV-VM-PROD-06' completed processing request 'dcm/map' with sequence number '13:3968549781528'. The slowest node was 'MEHVMC15', which took 2.079 seconds."
MEHVMC16,Microsoft-Windows-FailoverClustering/Operational,5155,Information,15/12/2022 02:48,NT AUTHORITY\SYSTEM,"Cluster Shared Volume resource 'CSV-VM-PROD-06' completed processing request 'dcm/pause' with sequence number '13:3968549781526'. The slowest node was 'MEHVMC11', which took 0.016 seconds."
MEHVMC15,Microsoft-Windows-FailoverClustering/Operational,5155,Information,15/12/2022 02:48,NT AUTHORITY\SYSTEM,"Cluster Shared Volume resource 'CSV-VM-PROD-06' completed processing request 'dcm/pause' with sequence number '11:3968549781559'. The slowest node was 'MEHVMC17', which took 0.140 seconds."
MEHVMC15,Microsoft-Windows-FailoverClustering/Operational,5155,Information,15/12/2022 02:48,NT AUTHORITY\SYSTEM,"Cluster Shared Volume resource 'CSV-VM-PROD-06' completed processing request 'dcm/drain' with sequence number '11:3968549781558'. The slowest node was '', which took 0.000 seconds."
MEHVMC11,System,153,Warning,15/12/2022 02:47,,The IO operation at logical block address 0x5d106d88 for Disk 27 (PDO name: \Device\MPIODisk27) was retried.
MEHVMC11,Microsoft-Windows-FailoverClustering/Operational,5155,Information,15/12/2022 02:46,NT AUTHORITY\SYSTEM,"Cluster Shared Volume resource 'CSV-VM-PROD-36' completed processing request 'dcm/activate' with sequence number '2:3968549781524'. The slowest node was 'MEHVMC11', which took 0.453 seconds."
MEHVMC11,Microsoft-Windows-FailoverClustering/Operational,5155,Information,15/12/2022 02:46,NT AUTHORITY\SYSTEM,"Cluster Shared Volume resource 'CSV-VM-PROD-36' completed processing request 'dcm/map' with sequence number '2:3968549781523'. The slowest node was 'MEHVMC12', which took 2.047 seconds."
MEHVMC11,Microsoft-Windows-FailoverClustering/Operational,5155,Information,15/12/2022 02:46,NT AUTHORITY\SYSTEM,"Cluster Shared Volume resource 'CSV-VM-PROD-36' completed processing request 'dcm/pause' with sequence number '2:3968549781521'. The slowest node was '', which took 0.000 seconds."
MEHVMC12,Microsoft-Windows-FailoverClustering/Operational,5155,Information,15/12/2022 02:46,NT AUTHORITY\SYSTEM,"Cluster Shared Volume resource 'CSV-VM-PROD-36' completed processing request 'dcm/pause' with sequence number '12:3968549781559'. The slowest node was 'MEHVMC11', which took 0.078 seconds."
MEHVMC12,Microsoft-Windows-FailoverClustering/Operational,5155,Information,15/12/2022 02:46,NT AUTHORITY\SYSTEM,"Cluster Shared Volume resource 'CSV-VM-PROD-36' completed processing request 'dcm/drain' with sequence number '12:3968549781558'. The slowest node was 'MEHVMC18', which took 0.016 seconds."
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 02:44,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.55.164
Client Address: 192.168.55.164:53364
User Name: CLIUSR
Session ID: 0xD8003000005D
Share Name: \\*\61b25bf6-1838-4d7a-b8dd-5831cd1acd0b-135266304$
File Name: MEHDAWN-DEV\WIN2012R2-AUG16_DISK_1_811AC6B9-6C80-4CE1-93AE-A454E3B3897B.avhdx
Command: 11
Duration (in milliseconds): 79235
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 02:44,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.56.165
Client Address: 192.168.56.165:49962
User Name: CLIUSR
Session ID: 0xD80004000581
Share Name: \\*\61b25bf6-1838-4d7a-b8dd-5831cd1acd0b-135266304$
File Name: MEHIMAGENET6-SP\2016 Image_disk_1.vhdx
Command: 7
Duration (in milliseconds): 60860
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 02:44,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.55.168
Client Address: 192.168.55.168:64884
User Name: CLIUSR
Session ID: 0xD80004000301
Share Name: \\*\61b25bf6-1838-4d7a-b8dd-5831cd1acd0b-135266304$
File Name: MEHLOOKEEN\2016 IMAGE_DISK_1.VHDX
Command: 7
Duration (in milliseconds): 61282
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 02:44,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.55.168
Client Address: 192.168.55.168:64884
User Name: CLIUSR
Session ID: 0xD80004000381
Share Name: \\*\61b25bf6-1838-4d7a-b8dd-5831cd1acd0b-135266304$
File Name: MEHCITOTRN01\2016 IMAGE_DISK_1.VHDX
Command: 7
Duration (in milliseconds): 61282
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 02:44,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.56.165
Client Address: 192.168.56.165:49962
User Name: CLIUSR
Session ID: 0xD80004000101
Share Name: \\*\61b25bf6-1838-4d7a-b8dd-5831cd1acd0b-135266304$
File Name: MEHSMTP\2016 Image_disk_1.vhdx
Command: 7
Duration (in milliseconds): 61079
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,System,1069,Error,15/12/2022 02:44,NT AUTHORITY\SYSTEM,"Cluster resource 'SCVMM MEHQSDEV1' of type 'Virtual Machine' in clustered role 'SCVMM MEHQSDEV1 Resources' failed.

Based on the failure policies for the resource and role, the cluster service may try to bring the resource online on this node or move the group to another node of the cluster and then restart it.  Check the resource and group state using Failover Cluster Manager or the Get-ClusterResource Windows PowerShell cmdlet."
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 02:44,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.55.162
Client Address: 192.168.55.162:50578
User Name: CLIUSR
Session ID: 0xD8003000000D
Share Name: \\*\61b25bf6-1838-4d7a-b8dd-5831cd1acd0b-135266304$
File Name: MEHACUITASTRN2\MEHACUITASTRAIN2.VHDX
Command: 7
Duration (in milliseconds): 117580
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
MEHVMC11,Microsoft-Windows-SMBServer/Operational,1020,Warning,15/12/2022 02:44,NT AUTHORITY\SYSTEM,"File system operation has taken longer than expected.

Client Name: \\192.168.55.165
Client Address: 192.168.55.165:49961
User Name: CLIUSR
Session ID: 0xD80004000101
Share Name: \\*\61b25bf6-1838-4d7a-b8dd-5831cd1acd0b-135266304$
File Name: MEHSMTP\2016 Image_disk_1.vhdx.rct
Command: 7
Duration (in milliseconds): 117611
Warning Threshold (in milliseconds): 15000

Guidance:

The underlying file system has taken too long to respond to an operation. This typically indicates a problem with the storage and not SMB."
