"ComputerName","Log","EventID","Datetime","User","SessionID","SourceIP","DisconReason","Message"
"MEHRDS-72","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:34:11","CITY_ROAD\pentiahs","10","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\pentiahs
Session ID: 10
Source Network Address: 192.168.17.100"
"MEHRDS-72","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:32:38","CITY_ROAD\pentiahs","9","192.168.17.100","0","Session 9 has been disconnected, reason code 0"
"MEHRDS-72","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:31:27","CITY_ROAD\pentiahs","8","192.168.17.100","12","Session 8 has been disconnected, reason code 12"
"MEHRDS-72","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:17:56","CITY_ROAD\riceroa","7","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\riceroa
Session ID: 7
Source Network Address: 192.168.17.100"
"MEHRDS-72","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:04:38","CITY_ROAD\joaquims","6","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\joaquims
Session ID: 6
Source Network Address: 192.168.17.100"
"MEHRDS-72","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 07:34:47","CITY_ROAD\guevarar","5","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\guevarar
Session ID: 5
Source Network Address: 192.168.17.100"
"MEHRDS-72","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 02:58:28","CITY_ROAD\restore7","4","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\restore7
Session ID: 4
Source Network Address: 192.168.17.100"
"MEHRDS-72","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 02:58:28","CITY_ROAD\restore7","4","192.168.17.100","11","Session 4 has been disconnected, reason code 11"
"MEHRDS-72","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","13/11/2022 19:38:18","CITY_ROAD\restore7","4","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\restore7
Session ID: 4
Source Network Address: 192.168.17.100"
"MEHRDS-72","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","13/11/2022 19:36:31","CITY_ROAD\restore7","3","192.168.17.100","0","Session 3 has been disconnected, reason code 0"
"MEHRDS-72","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","13/11/2022 17:10:44","CITY_ROAD\restore7","2","192.168.17.100","12","Session 2 has been disconnected, reason code 12"
"MEHRDS-72","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","13/11/2022 16:26:32","CITY_ROAD\ChouM","2","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\ChouM
Session ID: 2
Source Network Address: 192.168.17.100"
"MEHRDS-72","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","13/11/2022 16:26:32","CITY_ROAD\ChouM","2","192.168.17.100","5","Session 2 has been disconnected, reason code 5"
"MEHRDS-72","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","13/11/2022 09:12:46","CITY_ROAD\ChouM","2","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\ChouM
Session ID: 2
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:42:44","CITY_ROAD\Hindj","19","192.168.17.100","5","Session 19 has been disconnected, reason code 5"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 09:42:24","CITY_ROAD\costar","19","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\costar
Session ID: 19
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:42:23","CITY_ROAD\costar","19","192.168.17.100","11","Session 19 has been disconnected, reason code 11"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:42:10","CITY_ROAD\costar","19","192.168.17.100","5","Session 19 has been disconnected, reason code 5"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 09:41:52","CITY_ROAD\costar","19","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\costar
Session ID: 19
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:41:52","CITY_ROAD\costar","19","192.168.17.100","11","Session 19 has been disconnected, reason code 11"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:41:34","CITY_ROAD\costar","19","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\costar
Session ID: 19
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 09:37:26","CITY_ROAD\clementsj","11","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\clementsj
Session ID: 11
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:37:25","CITY_ROAD\clementsj","11","192.168.17.100","5","Session 11 has been disconnected, reason code 5"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:20:20","CITY_ROAD\verroiopoulosg","18","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\verroiopoulosg
Session ID: 18
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:14:13","CITY_ROAD\Mas-CastellsM","17","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\Mas-CastellsM
Session ID: 17
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 09:11:48","CITY_ROAD\ahkyel","13","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\ahkyel
Session ID: 13
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:11:42","CITY_ROAD\ahkyel","13","192.168.17.100","0","Session 13 has been disconnected, reason code 0"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:10:47","CITY_ROAD\Galaxyt7","16","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\Galaxyt7
Session ID: 16
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:05:09","CITY_ROAD\duaa","15","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\duaa
Session ID: 15
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:03:44","CITY_ROAD\duaa","14","192.168.17.100","12","Session 14 has been disconnected, reason code 12"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:57:42","CITY_ROAD\ahkyel","13","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\ahkyel
Session ID: 13
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:57:12","CITY_ROAD\ahkyel","12","192.168.17.100","12","Session 12 has been disconnected, reason code 12"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:54:24","CITY_ROAD\clementsj","11","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\clementsj
Session ID: 11
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:54:04","CITY_ROAD\clementsj","10","192.168.17.100","0","Session 10 has been disconnected, reason code 0"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 08:53:39","CITY_ROAD\MURPHYK","6","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\MURPHYK
Session ID: 6
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:53:39","CITY_ROAD\MURPHYK","6","192.168.17.100","11","Session 6 has been disconnected, reason code 11"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:47:28","CITY_ROAD\EwartA","9","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\EwartA
Session ID: 9
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:39:08","CITY_ROAD\balogune","8","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\balogune
Session ID: 8
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:28:57","CITY_ROAD\mugalm","7","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\mugalm
Session ID: 7
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:17:44","CITY_ROAD\MURPHYK","6","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\MURPHYK
Session ID: 6
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:05:55","CITY_ROAD\tuazonl","5","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\tuazonl
Session ID: 5
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 07:36:39","CITY_ROAD\galaxyt5","4","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\galaxyt5
Session ID: 4
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 07:33:50","CITY_ROAD\galaxyt5","3","192.168.17.100","12","Session 3 has been disconnected, reason code 12"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 07:30:15","CITY_ROAD\galaxyt5","2","192.168.17.100","0","Session 2 has been disconnected, reason code 0"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","13/11/2022 15:23:58","CITY_ROAD\yange","8","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\yange
Session ID: 8
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","13/11/2022 15:23:58","CITY_ROAD\yange","8","192.168.17.100","11","Session 8 has been disconnected, reason code 11"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","13/11/2022 09:04:32","CITY_ROAD\yange","8","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\yange
Session ID: 8
Source Network Address: 192.168.17.100"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","13/11/2022 09:02:48","CITY_ROAD\yange","7","192.168.17.100","12","Session 7 has been disconnected, reason code 12"
"MEHRDS-71","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","13/11/2022 09:00:31","CITY_ROAD\yange","6","192.168.17.100","12","Session 6 has been disconnected, reason code 12"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:41:36","CITY_ROAD\hoffmanj","21","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\hoffmanj
Session ID: 21
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:20:39","CITY_ROAD\PIRASA","20","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\PIRASA
Session ID: 20
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 09:11:23","CITY_ROAD\castroc","17","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\castroc
Session ID: 17
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:11:23","CITY_ROAD\castroc","17","192.168.17.100","5","Session 17 has been disconnected, reason code 5"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:10:24","CITY_ROAD\puertasr","19","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\puertasr
Session ID: 19
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 09:04:50","CITY_ROAD\jimenezg","7","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\jimenezg
Session ID: 7
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:04:50","CITY_ROAD\jimenezg","7","192.168.17.100","5","Session 7 has been disconnected, reason code 5"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:02:04","CITY_ROAD\AsphallS","18","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\AsphallS
Session ID: 18
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:53:56","CITY_ROAD\castroc","17","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\castroc
Session ID: 17
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:50:45","CITY_ROAD\begumh5","16","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\begumh5
Session ID: 16
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:49:41","CITY_ROAD\begumh5","14","192.168.17.100","12","Session 14 has been disconnected, reason code 12"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:49:41","CITY_ROAD\begumh5","15","192.168.17.100","12","Session 15 has been disconnected, reason code 12"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:47:44","CITY_ROAD\begumh5","13","192.168.17.100","12","Session 13 has been disconnected, reason code 12"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:38:52","CITY_ROAD\Kenanf","12","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\Kenanf
Session ID: 12
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:28:39","CITY_ROAD\aldoverc","11","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\aldoverc
Session ID: 11
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:22:10","CITY_ROAD\HANIFM2","10","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\HANIFM2
Session ID: 10
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:21:19","CITY_ROAD\HANIFM2","9","192.168.17.100","0","Session 9 has been disconnected, reason code 0"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:17:43","CITY_ROAD\HANIFM2","8","192.168.17.100","12","Session 8 has been disconnected, reason code 12"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:10:47","CITY_ROAD\jimenezg","7","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\jimenezg
Session ID: 7
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 08:09:17","CITY_ROAD\Restore2","6","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\Restore2
Session ID: 6
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:09:17","CITY_ROAD\Restore2","6","192.168.17.100","11","Session 6 has been disconnected, reason code 11"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:04:42","CITY_ROAD\Restore2","6","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\Restore2
Session ID: 6
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 07:26:06","CITY_ROAD\soloe","5","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\soloe
Session ID: 5
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","13/11/2022 22:36:25","CITY_ROAD\ShahH4","4","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\ShahH4
Session ID: 4
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","13/11/2022 22:36:25","CITY_ROAD\ShahH4","4","192.168.17.100","11","Session 4 has been disconnected, reason code 11"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","13/11/2022 19:21:08","CITY_ROAD\ShahH4","4","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\ShahH4
Session ID: 4
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","13/11/2022 17:41:40","CITY_ROAD\ShahH4","3","192.168.17.100","11","Session 3 has been disconnected, reason code 11"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","13/11/2022 16:41:38","CITY_ROAD\mohameds2","3","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\mohameds2
Session ID: 3
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","13/11/2022 16:41:38","CITY_ROAD\mohameds2","3","192.168.17.100","0","Session 3 has been disconnected, reason code 0"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","13/11/2022 10:44:10","CITY_ROAD\mohameds2","2","192.168.17.100","11","Session 2 has been disconnected, reason code 11"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","13/11/2022 09:48:17","CITY_ROAD\mohameds2","3","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\mohameds2
Session ID: 3
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","13/11/2022 09:44:08","CITY_ROAD\Hindj","2","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\Hindj
Session ID: 2
Source Network Address: 192.168.17.100"
"MEHRDS-70","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","13/11/2022 09:44:08","CITY_ROAD\Hindj","2","192.168.17.100","0","Session 2 has been disconnected, reason code 0"
